email|amount|accountA|accountB|currency
 $ 4915954 HNL needs to be moved from account KZAWE to this account titled 6UHYBZM9K.Thanks so much.|4915954|KZAWE|6UHYBZM9K|HNL
Please transfer $ 8159786 BZD from account 9 to account 40. Thank you!|8159786|9|40|BZD
Hey Kevin Fox, I need to transfer 5305937 HKD from account 3Us9CDFtUFj into okae6yk. We need this done ASAP. Please double check and make sure that everything is correct before the transfer is placed. I have provided the details above. Please contact me after this is done. Thanks.|5305937|3Us9CDFtUFj|okae6yk|HKD
Please transfer $ 8624236 NOK from account NBT to account I. Thank you!|8624236|NBT|I|NOK
Hi, this is Vickie Brown, and this is to confirm a transfer that my client, Amanda Wells, is requesting to be completed in the next couple of days. Could you move money from account whvRaEtV to account jok3n of the amount $ 6416566 BYN. Thank you! Please send me a receipt of the completed transfer for my client.|6416566|whvRaEtV|jok3n|BYN
Please transfer $ 2976280 JMD from account Tvi to account f. Thank you!|2976280|Tvi|f|JMD
To whom it may concern: Hi, I have a client who needs assistance with a transfer. We need to move $ 1333669 FKP dollars as soon as possible. Would be great if you could move it from IElqNTW7 to h0wdmgdpmwrx. How soon can this be done, and when will the funds be fully processed? Sincerely, Angela Combs|1333669|IElqNTW7|h0wdmgdpmwrx|FKP
We need a transfer of $ 1320566 NADfrom account FZUOS9to account 3P50IKK. This needs to be done today. Thanks!|1320566|FZUOS9|3P50IKK|NAD
Dear Susan Davis, we need a transfer of $ 3233088 PEN from the corporate account 835711180to my client's personal account 562311389. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|3233088|835711180|562311389|PEN
Please move 1946882 PLN from 421275297 to account 671834807. Thank you very much. Sincerely, James Mendoza|1946882|421275297|671834807|PLN
Amanda Johnson can u transfer 2402227 PLN to tjis account 945911339 from this account 436471485|2402227|945911339|436471485|PLN
Please move 2939251 PEN from 781413389 to account 351522794. Thank you very much. Sincerely, Terri Carter|2939251|781413389|351522794|PEN
Hello. We need a transfer of $ 1605373 VND from account T0ZqIPFRjcZ to this account, 9ldwy5kdsj5e. Thanks! William George|1605373|T0ZqIPFRjcZ|9ldwy5kdsj5e|VND
Please move 7974391 AWG dollars from account 8 to 6.|7974391|8|6|AWG
Please move 552664 BOB dollars from account fic475 to Unk186.|552664|fic475|Unk186|BOB
Hi. I need help with a money transfer, I'd like this to be as soon as possible. Could you transfer$ 9658432 MKD from account ju8flW7TKb0 to account yzyv0xx. Thanks and please contact me after it is finished.|9658432|ju8flW7TKb0|yzyv0xx|MKD
Hi this is Victoria Vazquez. I need you to do the following. Please help me transfer 7290686 GIP from 373617739 into 851407346. Thanks.|7290686|373617739|851407346|GIP
Please transfer $ 9714227 UYU from account 19 to account 23. Thank you!|9714227|19|23|UYU
Hello. $ 4248967 GYD needs to be moved from account CgPdJ to this account f89kbz. Thanks!Benjamin Franklin|4248967|CgPdJ|f89kbz|GYD
Hello. $ 2044970 LRD needs to be moved from account 795685243 to this account 394046771. Thanks!Carlos Lee|2044970|795685243|394046771|LRD
Please transfer $ 1664397 VND from account Gbv to account fo. Thank you!|1664397|Gbv|fo|VND
Please transfer $ 3123362 FJD from account aAt213 to account LNo452. Thank you!|3123362|aAt213|LNo452|FJD
Hello, this is an email regarding a transfer that I need assistance with. Please help me move 1193340 PHP from GEMoDxZ3. The funds need to be transferred to the account oa5u31iwun. Can this be done? and when? Let me know if you need additional details. Thanks.|1193340|GEMoDxZ3|oa5u31iwun|PHP
HiSherri Robinson could you transfer $ 1599001 KYD from 174984158to 558500165. Thank you so much. Best Regards, Kevin Moore|1599001|174984158|558500165|KYD
Please transfer $ 2936572 NGN from account TM to account FS. Thank you!|2936572|TM|FS|NGN
Hey! Diana Gonzalez It's Vicki Christian. I would really appreciate if you could help me with something. I need to transfer $ 4159234 YER from my personal bank account 8C6Ctpt3Dn1 to my restaurant's business account, qlgfpo1. Will you let me know once everything is done? I'm really sorry, but this is really urgent. PLEASE send me notice when it is done.|4159234|8C6Ctpt3Dn1|qlgfpo1|YER
Hello, this is an email regarding a transfer that I need assistance with. Please help me move 3842969 SHP from 5kS4HTUIZ6. The funds need to be transferred to the account x6cjhrvbc. Can this be done? and when? Let me know if you need additional details. Thanks.|3842969|5kS4HTUIZ6|x6cjhrvbc|SHP
Please transfer $ 3396172 SGD from account hf to account m. Thank you!|3396172|hf|m|SGD
Move $ 7782415 HRK into account SGXK2PM2R from 9MWU6|7782415|9MWU6|SGXK2PM2R|HRK
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 907935 DKK from account HqyC6Lv8M to 1goz2ndhzc4. If there is any trouble, please don't hesitate to reach out. Thanks, Sergio Martinez|907935|HqyC6Lv8M|1goz2ndhzc4|DKK
I need to move $ 6153734 IRR into UNBTZC from account 0MF0. Thanks.|6153734|0MF0|UNBTZC|IRR
Account 70UuQ2Ajfnyp needs $ 4096473 AUD transferred to gsw13d.|4096473|70UuQ2Ajfnyp|gsw13d|AUD
Please transfer $ 5742753 CZK from account 206VWw to account 602fzT. Thank you!|5742753|206VWw|602fzT|CZK
Please transfer $ 4874536 EGP from account Hmj to account q. Thank you!|4874536|Hmj|q|EGP
Good evening. Will you help me with a money transfer? I need to move $ 5731804 PEN into yagjp4q from account 5y40PovuKQm. Thanks.|5731804|5y40PovuKQm|yagjp4q|PEN
Hey!!! Vicki Robertson. Can you transfer $ 522958 NIO from this account 064218606 to my other account 403930159. Thanks! Best Regards, Mark Jones|522958|064218606|403930159|NIO
HiLarry Crawford could you transfer $ 4342344 AUD from 3OJ9to B6KGT. Thank you so much. Best Regards, Rachel Smith|4342344|3OJ9|B6KGT|AUD
Good afternoon, we need assistance with a money transfer. We need this ASAP! Move $ 1239571 VEF into account psumzmfa from account U8UmKUwNoN! Thank you, please confirm after this is done.|1239571|U8UmKUwNoN|psumzmfa|VEF
Please move 5404509 JEP dollars from account JiQ to pMk.|5404509|JiQ|pMk|JEP
Please move 4480499 PKR dollars from account ntN to Hb.|4480499|ntN|Hb|PKR
Hey! James Adams It's Shelby Lewis. I would really appreciate if you could help me with something. I need to transfer $ 5580031 SEK from my personal bank account 7yfnJlZmXp3 to my restaurant's business account, epktx. Will you let me know once everything is done? I'm really sorry, but this is really urgent. PLEASE send me notice when it is done.|5580031|7yfnJlZmXp3|epktx|SEK
Hey! Jessica Campbell It's Donna Robinson. I would really appreciate if you could help me with something. I need to transfer $ 7073737 SRD from my personal bank account pd2P92MHm to my restaurant's business account, 8pipx2. Will you let me know once everything is done? I'm really sorry, but this is really urgent. PLEASE send me notice when it is done.|7073737|pd2P92MHm|8pipx2|SRD
Hey!!! Jeffery Taylor. Can you transfer $ 7608357 QAR between two of my accounts? The funds need to be moved from this account eX91IONB8yp to my other account gw7ijna. Make sure you get those accounts correctly. Thanks! Best Regards, Veronica Price|7608357|eX91IONB8yp|gw7ijna|QAR
Please transfer $ 3147029 USD from account ON to account TS. Thank you!|3147029|ON|TS|USD
Goodmorning Scott Gordon, I have a client in need of a money transfer. Could you transfer 8628107 SGD from account 785314862 to account 222393409. Please let me know as soon as this is complete. Thanks!|8628107|785314862|222393409|SGD
Hi. I need help with a money transfer, I'd like this to be as soon as possible. Could you transfer$ 1062835 RSD from account 692419119 to account 599865159. Thanks and please contact me after it is finished.|1062835|692419119|599865159|RSD
Hello Nancy Vazquez. Thanks for taking the time to read this email and assist with this transfer. I need you to move 2768592 FKP USD from account 305678928 to 930101824. PLEASE MAKE SURE THE FUNDS ARE MOVING FROM 305678928 to 930101824!!!! Please do not mix up the accounts. How soon can this be done? Please CALL me back, do NOT email.|2768592|305678928|930101824|FKP
Account 7D9W5N needs $ 7637481 DOP transferred to PSTZJAOI3OK.|7637481|7D9W5N|PSTZJAOI3OK|DOP
Hello. This email is provided at our customer's request to do the following transfer. Can you please transfer 1217292 EUR and move this amount to ni3o0b from Vi0Ljj. Please email back when the proces is complete. Thank you!|1217292|Vi0Ljj|ni3o0b|EUR
Please move 1056668 OMR from 3NrCMO to account u1iywaqay3. Thank you very much. Sincerely,Julie Adams|1056668|3NrCMO|u1iywaqay3|OMR
HiAlyssa Evans could you transfer $ 4644352 SHP from 003648740to 406301985. Thank you so much. Best Regards, Joseph Rodriguez|4644352|003648740|406301985|SHP
Hi this is Michelle Thomas. I need you to help me transfer 1459461 MZN from kaapLCT into uzd6taz6. How soon can this be completed? Please let me know.|1459461|kaapLCT|uzd6taz6|MZN
Please transfer $ 8650079 RSD from account HW to account yJ. Thank you!|8650079|HW|yJ|RSD
Hi, could $ 6536078 RON be transferred into account 7xwiaaf from yXKUMJTRA4rI? Let me know. Thanks.|6536078|yXKUMJTRA4rI|7xwiaaf|RON
Hi, this is Jared Watts, and this is to confirm a transfer that my client, Kayla Nelson, is requesting to be completed in the next couple of days. Could you move money from account 9rTSi7 to account wmdd2 of the amount $ 8257369 BRL. Thank you! Please send me a receipt of the completed transfer for my client.|8257369|9rTSi7|wmdd2|BRL
Hey!!! Richard Owens. Can you transfer $ 9667245 ZWD between two of my accounts? The funds need to be moved from this account 758260064 to my other account 321948643. Make sure you get those accounts correctly. Thanks! Best Regards, Christopher Smith|9667245|758260064|321948643|ZWD
Good evening, I am writing this email to authorize a transaction. Is the following amount feasible for a transfer? I need to move $ 8746207 JMD from account 340034020 to 151979362. If there is any trouble, please don't hesitate to reach out. Thanks, Terri Smith|8746207|340034020|151979362|JMD
Dear Gerald Thomas, I am here to inform you of a bank transfer that my client is requesting. Could you move $ 5969094 SRD from 194661085 into account 304140768. When will these funds be available? My client needs this to be completed as soon as possible.|5969094|194661085|304140768|SRD
We need to take the following action immediately! Move $ 8371959 USD into account 674029284 from account 069216459!|8371959|069216459|674029284|USD
Please move 6735382 LKR dollars from account 24 to 20.|6735382|24|20|LKR
Please transfer $ 3976267 PHP from account Tr to account F. Thank you!|3976267|Tr|F|PHP
Please transfer $ 4982921 RSD from account VbmU to account ObsH. Thank you!|4982921|VbmU|ObsH|RSD
Hey Jake Mann! Please move $ 9274088 UZS from account 939VPEPC7LO to account GQL2DZ0M. Thanks! Send me an email back when it's done! Thanks :D :D|9274088|939VPEPC7LO|GQL2DZ0M|UZS
We need this ASAP! Move $ 4572705 GGP into account 7RIZT from account 9LY7KPOTO1NW!|4572705|9LY7KPOTO1NW|7RIZT|GGP
Please transfer $ 6788671 GGP from account X to account M. Thank you!|6788671|X|M|GGP
Todd Burns, can u move this amt 2149490 NIO from 7qXjkhFYr96 to this acct wc6zedqfmcch, asap pls. thx|2149490|7qXjkhFYr96|wc6zedqfmcch|NIO
Goodmorning Michelle Schroeder, I have a client in need of a money transfer. Could you transfer 2405929 JPY from account a3RsbyQH to account z6ncxj. Please let me know as soon as this is complete. Thanks!|2405929|a3RsbyQH|z6ncxj|JPY
Hi, this is Abigail Smith, and this is to confirm a transfer that my client, William Schneider, is requesting to be completed in the next couple of days. Could you move money from account pe8GiOGn88m to account 1x5dvkfmyd of the amount $ 8292333 PAB. Thank you! Please send me a receipt of the completed transfer for my client.|8292333|pe8GiOGn88m|1x5dvkfmyd|PAB
Hi, can you please help me? I need a transfer of $ 4246886 SEK dollars moved into 378687480from 954513501. Thank you.|4246886|954513501|378687480|SEK
Please move 4698184 AUD dollars from account v to C.|4698184|v|C|AUD
Hi, can you please help me with a transfer? I need $ 9631125 KGS moved into OOTFSDCOURPfrom PK7C. Thank you.|9631125|PK7C|OOTFSDCOURP|KGS
We need a transfer of $ 9111896 GGPfrom account UQ0RLZto account O9CZDB5SS. This needs to be done today. Thanks!|9111896|UQ0RLZ|O9CZDB5SS|GGP
hey Jill Buck could u please deposit 2727648 RSD from account OMVXQF to account OVLOR.|2727648|OMVXQF|OVLOR|RSD
Please move 6769881 INR dollars from account Bqb785 to zyr478.|6769881|Bqb785|zyr478|INR
Dear Ashley Day, we need a transfer of $ 8316616 SOSfrom the corporate account 141909204to my client's personal account 533833148. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|8316616|141909204|533833148|SOS
Hello, hope you are doing well. Could you please transfer 14496 ISK from s7bouAppUkMD to account zwemm0q, and let me know as soon as this is done.|14496|s7bouAppUkMD|zwemm0q|ISK
Please move 9017952 ARN dollars from account 61LAc to 64ytW.|9017952|61LAc|64ytW|ARN
Hi. I need help with a money transfer, I'd like this to be as soon as possible. Could you transfer$ 1694956 FJD from account 272399457 to account 481383449. Thanks and please contact me after it is finished.|1694956|272399457|481383449|FJD
Please transfer $ 6238214 YER from account vO to account HG. Thank you!|6238214|vO|HG|YER
Hey Jade Acosta! Please move $ 1649777 PEN from account RrijLcN7OaTy to account p4dnrluj. Thanks! Send me an email back when it's done.|1649777|RrijLcN7OaTy|p4dnrluj|PEN
Dear Jackie Adams could you move $ 1311737 CZK from JRzlpTsv into account 7s1qrm9rl. When will these funds be fully processed?|1311737|JRzlpTsv|7s1qrm9rl|CZK
Goodmorning Emma Griffith, I have a client in need of a money transfer. Could you transfer 7846393 SGD from account gX3Jz3HZi00f to account blp0vplyhnn. Please let me know as soon as this is complete. Thanks!|7846393|gX3Jz3HZi00f|blp0vplyhnn|SGD
Hi, can you please transfer $ 8904940 PKR USD from account KzacgVK to the account u7wzh. Thanks!Andrew Sawyer|8904940|KzacgVK|u7wzh|PKR
Dear Ashley Day, we need a transfer of $ 8316616 GYDfrom the corporate account 141909204to my client's personal account 533833148. This needs to be done TODAY. Sorry to rush, but I have a client waiting. Thanks!|8316616|141909204|533833148|GYD
